review,rating,date,bank,source,sentiment_score,sentiment_label
I am happy,5,2025-08-26,CBE,google_play,0.5719,positive
Still I have not face critical problems sometimes delay to open,4,2025-08-26,CBE,google_play,0.2311,positive
ጤና ከድረ,5,2025-08-25,CBE,google_play,0.0,neutral
The connection between bank and the app is lag relationship this must be corrected.,4,2025-08-25,CBE,google_play,-0.34,negative
I have forgotten mobail banking password,5,2025-08-25,CBE,google_play,-0.2263,negative
Thank you,5,2025-08-25,CBE,google_play,0.3612,positive
muktaar Abraahim,5,2025-08-25,CBE,google_play,0.0,neutral
🤞Good One,5,2025-08-24,CBE,google_play,0.0,neutral
why does it say change pin to 6 digits is that right?,4,2025-08-24,CBE,google_play,0.0,neutral
One of the worst mobile banking apps in Ethiopia. You can't access your txn record for more than 2 weeks.,1,2025-08-24,CBE,google_play,-0.6249,negative
i like it and aprshat.,4,2025-08-23,CBE,google_play,0.3612,positive
"The app has some issues I updated recently and now I am not able to send funds to my telebirr wallet, also we need to have a place we save our contacts where we usually send money to, after update I keep loosing all the important accounts.",4,2025-08-23,CBE,google_play,0.6124,positive
best app and easy to use,5,2025-08-23,CBE,google_play,0.7964,positive
doesn't work unless with data doesn't refresh fast other wise functions ok but after the update transferring to telebirr is not working,2,2025-08-23,CBE,google_play,0.3919,positive
List of transactions can't load over months and years..,1,2025-08-23,CBE,google_play,0.0,neutral
transferring money to telebirr is not working,1,2025-08-23,CBE,google_play,0.0,neutral
I don't Like this app and there service fee is highl,5,2025-08-23,CBE,google_play,-0.2755,negative
አዲሱ Update ጥሩ አይደለም. Update ካደረግኩት በኋላ ከዚህ በፊት ስላላክባቸው የነበሩትን Save አድርጎ ይዞት የነበረውን ሁሉንም የሰዎች አካውንቶች አጥፍቶብኛል.,2,2025-08-23,CBE,google_play,0.4939,positive
this application do not show over all transaction history,3,2025-08-23,CBE,google_play,0.0,neutral
this app is very nice but statment history is very shiort atlist add 15 days,4,2025-08-23,CBE,google_play,0.2609,positive
🙏👍,5,2025-11-29,BOA,google_play,0.0,neutral
Very Good,5,2025-11-28,BOA,google_play,0.4927,positive
goof,5,2025-11-28,BOA,google_play,0.0,neutral
good!,5,2025-11-28,BOA,google_play,0.4926,positive
good jop,5,2025-11-27,BOA,google_play,0.4404,positive
bad exprience...it is so crushed,1,2025-11-27,BOA,google_play,-0.7973,negative
not user friendly at all it requires a huge connectivity and also lags many times 😑😑😑,1,2025-11-26,BOA,google_play,-0.4268,negative
ምንም የማይ ሰራ,1,2025-11-26,BOA,google_play,0.0,neutral
very good,5,2025-11-25,BOA,google_play,0.4927,positive
most of the time is not working properly,1,2025-11-25,BOA,google_play,0.0,neutral
good service,5,2025-11-25,BOA,google_play,0.4404,positive
not use for me,3,2025-11-23,BOA,google_play,0.0,neutral
It keeps notifying me to disable developer options and quiet while I'm not enabled. always bring another type of problem with new updates.,1,2025-11-22,BOA,google_play,-0.4019,negative
waw,5,2025-11-21,BOA,google_play,0.0,neutral
the lag is unbelievable when you need it the most this suks,1,2025-11-19,BOA,google_play,-0.1531,negative
I cant belive I could find the worst bank app ever .yet very simple to fix the problem and the company just ignored it. no body can do business with this kind of app.,1,2025-11-18,BOA,google_play,-0.8834,negative
it is a good app,5,2025-11-18,BOA,google_play,0.4404,positive
it is not working at all,1,2025-11-15,BOA,google_play,0.0,neutral
🥰🥰🥰🥰🥰 app is good but i was live in abroad and when i enter my otp code it didnt make me to write my code it the app want it self write thats not fair so please other wise i like it why,5,2025-11-15,BOA,google_play,0.9142,positive
when trying to activate the app it keeps on loading on the security questions page. It has been two days,1,2025-11-13,BOA,google_play,0.34,positive
fast and simple,5,2025-11-11,BOA,google_play,0.0,neutral
best of best,5,2025-11-10,BOA,google_play,0.8555,positive
Worest Banking App Ever I seen. Fake App Bad Better to Leave,1,2025-11-10,BOA,google_play,-0.5994,negative
good,4,2025-11-10,BOA,google_play,0.4404,positive
"I would like to share feedback regarding the application. It frequently experiences disruptions and does not function properly, often freezing or failing to load. This issue is affecting workflow and efficiency. Kindly review and address this problem to ensure smoother performance.",1,2025-11-08,BOA,google_play,0.4166,positive
Meet you genuine.App I tried is not functional.Helping.welldoingwith BOA Ethiopia .fastandrelevant.morconnecting Digitalyworld.Digitalyworld. thanks.,5,2025-11-08,BOA,google_play,0.4404,positive
best app,5,2025-11-08,BOA,google_play,0.6369,positive
Best app,5,2025-11-07,BOA,google_play,0.6369,positive
"Barely works, it always fails to connect",1,2025-11-07,BOA,google_play,-0.4215,negative
my fav app,5,2025-11-07,BOA,google_play,0.4588,positive
this app launch time is so long also has dozen bugs in addition it's has been long time get update,1,2025-11-05,BOA,google_play,0.0,neutral
very nice,5,2025-11-04,BOA,google_play,0.4754,positive
"Your application is very irritating to use, some functionality doesn't even work like on the card management. You need to do better than this and it good idea to reference other banking applications.",3,2025-11-04,BOA,google_play,0.102,positive
I like,5,2025-11-02,BOA,google_play,0.3612,positive
ወይ አሻሽሉትና እንጠቀምበት ያለያ ብታጠፉት ይሻላል። በቃ ምንም ነገር አይሰራም መተግበሪያ አለን ብላችሁ እንዳታወሩ ለማንም የማይመከር ቀርፋፋና ተግባር የለሽ መተግበሪያ,1,2025-11-01,BOA,google_play,0.0,neutral
i m sorry but it doesn't work for my android it is too slow but other bank are very fast please update,1,2025-10-30,BOA,google_play,0.4969,positive
"the worst app ever,",1,2025-10-30,BOA,google_play,-0.6249,negative
better,5,2025-10-29,BOA,google_play,0.4404,positive
"I kindly request that Bank of abyssinia address issues with its mobile app. It is very slow, has numerous problems, and frequently experiences downtime. The user experience is also poor. Thank you.",1,2025-10-28,BOA,google_play,-0.0258,neutral
this app can't open? what is problem? please solve my problem?,1,2025-10-28,BOA,google_play,-0.4291,negative
kiyaa makonn,5,2025-10-27,BOA,google_play,0.0,neutral
very very lazy app,1,2025-10-26,BOA,google_play,-0.4716,negative
telebirr remittance,5,2025-10-24,BOA,google_play,0.0,neutral
The best bank in 🇪🇹,5,2025-10-23,BOA,google_play,0.6369,positive
its good,5,2025-10-22,BOA,google_play,0.4404,positive
the worst app in my financial experience.,1,2025-10-22,BOA,google_play,-0.6249,negative
good for mb appliciation,5,2025-10-21,BOA,google_play,0.4404,positive
the worst bank ever. slow don't accept dual sim. they are very stupid and greedy,1,2025-10-20,BOA,google_play,-0.9107,negative
try to easy network,4,2025-10-17,BOA,google_play,0.4404,positive
hussen hassen umer,5,2025-10-16,BOA,google_play,0.0,neutral
"The app is not suitable and lacks a good UI design. As a large bank, you must update your app with a professional UI that is fast and appropriate.",2,2025-10-16,BOA,google_play,0.4404,positive
an exceptional banking app.,5,2025-10-16,BOA,google_play,0.0,neutral
alhamdulilah,5,2025-10-11,BOA,google_play,0.0,neutral
poor,5,2025-10-11,BOA,google_play,-0.4767,negative
Best of best,5,2025-10-09,BOA,google_play,0.8555,positive
from the last week updates the app is not working Please check the problems,1,2025-10-08,BOA,google_play,-0.5664,negative
It's always crushing,1,2025-10-08,BOA,google_play,-0.3612,negative
office branches have to improve their services please,4,2025-10-07,BOA,google_play,0.6369,positive
♥️♥️,5,2025-10-05,BOA,google_play,0.0,neutral
Why does it keep crashing? I can't even use this. BOA should do better. You have many customers and how to deal with this. I can't send money now.,1,2025-10-05,BOA,google_play,0.4404,positive
it needs a timely update,5,2025-10-03,BOA,google_play,0.0,neutral
"It does not show the name of the person who sent the money to request a receipt. This has become very difficult for us. When different people transfer the same amount to me from different banks, it is very difficult to identify the account or the name of the sender.",3,2025-10-01,BOA,google_play,-0.6794,negative
Like,5,2025-10-01,BOA,google_play,0.3612,positive
I can't type my otp on it.,1,2025-10-01,BOA,google_play,0.0,neutral
"most of bank apps in Ethiopia are linked with ethiopian phone number, I live in US permanently so when I open BoA account, I told them where I live and to link it with email address instead of phone # as ethio phone number is not working where I live, unfortunetly my fear appeared and now when I change my phone device, it send the code to the ethio number which is not with me now. so please when u develop bank apps consider the diaspora community to use ur apps",1,2025-10-01,BOA,google_play,0.1757,positive
jaajja,4,2025-09-30,BOA,google_play,0.0,neutral
I love this bank the best experience ever.,5,2025-09-28,BOA,google_play,0.8555,positive
"Nothing has been improved, it doesn't work like the previous version.",1,2025-09-25,BOA,google_play,-0.5667,negative
easy and fast,5,2025-09-24,BOA,google_play,0.4404,positive
Great,5,2025-09-20,BOA,google_play,0.6249,positive
mobile banking,5,2025-09-19,BOA,google_play,0.0,neutral
😎,5,2025-09-18,BOA,google_play,0.0,neutral
"need alot of connection, chooses device, very lug even when there is connection",1,2025-09-17,BOA,google_play,0.0,neutral
On my ios it's perfect but on android it barley works and don't transfer and after a while it crushed and totally stopped working. Please fix the issue my beloved bank of abyssinia.,1,2025-09-15,BOA,google_play,0.5656,positive
since the last update i can open the app crashes a lot and omg its being very slow opening and loading,2,2025-09-15,BOA,google_play,0.0,neutral
none,5,2025-09-14,BOA,google_play,0.0,neutral
very good app i ever used,5,2025-09-12,BOA,google_play,0.4927,positive
its nice app especially the transaction limit is extended but We face that BoA m.banking app doesn't respond at the activation stage strictly at SMSNG mobile phone. please try this to make safe.,4,2025-09-11,BOA,google_play,0.8271,positive
zedo,5,2025-09-11,BOA,google_play,0.0,neutral
please open my mobile app,5,2025-09-10,BOA,google_play,0.3182,positive
it doesn't open,1,2025-09-10,BOA,google_play,0.0,neutral
masha alla,5,2025-09-08,BOA,google_play,0.0,neutral
Best banking transaction application in Ethiopia !,5,2025-09-05,BOA,google_play,0.6696,positive
السلام عليكم ورحمة الله وبركاته ماشاء الله تبارك الرحمن هذا التطبيق ممتاز جدا,5,2025-09-04,BOA,google_play,0.0,neutral
tamaam kamal,1,2025-09-04,BOA,google_play,0.0,neutral
በጣም ሐሪፍ,5,2025-09-03,BOA,google_play,0.0,neutral
great 👍,5,2025-09-02,BOA,google_play,0.6249,positive
absiniya banki,5,2025-08-29,BOA,google_play,0.0,neutral
has issue after installation and i think it doesn't work with tecno common 30,1,2025-08-26,BOA,google_play,0.0,neutral
One of the best in this business,5,2025-08-25,BOA,google_play,0.6369,positive
Excellent,5,2025-08-20,BOA,google_play,0.5719,positive
besat🥰,5,2025-08-19,BOA,google_play,0.0,neutral
unlimited experience,5,2025-08-18,BOA,google_play,0.0,neutral
"as bank, u should at least hire someone good at their job bc this a joke nowadays I can't even log in or even transfer without it crashing if u fix the app I will update this review I am counting on u boa update: so they atleast fixed it but as suggestion can u put password when in final step of sending money it will feel more secure that way",4,2025-08-17,BOA,google_play,0.7383,positive
very nice mobile banking app my favourite,5,2025-08-16,BOA,google_play,0.4754,positive
"it almost never boots up!!! and even if it did, it crashes immediately",1,2025-08-15,BOA,google_play,0.0,neutral
best apps,5,2025-08-15,BOA,google_play,0.6369,positive
the worst app ever to exist in a bank history,1,2025-08-15,BOA,google_play,-0.6249,negative
thank you,5,2025-08-14,BOA,google_play,0.3612,positive
Best mobile app in the country,5,2025-08-14,BOA,google_play,0.6369,positive
not fast,2,2025-08-12,BOA,google_play,0.0,neutral
keeps freezing at the front page.,1,2025-08-10,BOA,google_play,-0.1027,negative
it is not working on redminote 11 pro+ pls fix it,1,2025-08-08,BOA,google_play,0.0772,positive
abseniya bank app,5,2025-08-08,BOA,google_play,0.0,neutral
yes goode app,5,2025-08-03,BOA,google_play,0.4019,positive
Great App,5,2025-08-02,BOA,google_play,0.6249,positive
1) Crashes repeatedly 2) Takes Century to Boot 3) Repeatedly requires Update which is very annoying. 4) It doesn't ask for Password for one step confirmation when transferring money. 5) Automatically stops music when the app is launched (it doesn't really matter just fyi) Overall this have to be the worst mobile banking app I have tried so far and should not be released with all these bugs & issues.,1,2025-08-02,BOA,google_play,-0.8168,negative
ረጀብነሱ,1,2025-07-31,BOA,google_play,0.0,neutral
The Worst Mobile Banking App.,1,2025-07-31,BOA,google_play,-0.6249,negative
giod,5,2025-07-30,BOA,google_play,0.0,neutral
best bank in ethiopia,5,2025-07-29,BOA,google_play,0.6369,positive
waqayyoo,5,2025-07-28,BOA,google_play,0.0,neutral
please is not working,2,2025-07-27,BOA,google_play,0.3182,positive
nothing when I need to install the Apk it say that re-up date,5,2025-07-25,BOA,google_play,0.0,neutral
I can log in from any where,5,2025-07-23,BOA,google_play,0.0,neutral
😇,3,2025-07-21,BOA,google_play,0.0,neutral
no proplem,5,2025-07-20,BOA,google_play,-0.296,negative
👍👍👍,5,2025-07-20,BOA,google_play,0.0,neutral
excellent app,5,2025-07-18,BOA,google_play,0.5719,positive
good work,5,2025-07-15,BOA,google_play,0.4404,positive
☹️,5,2025-07-15,BOA,google_play,0.0,neutral
excellent,5,2025-07-14,BOA,google_play,0.5719,positive
Great BoA,5,2025-07-14,BOA,google_play,0.6249,positive
Good,5,2025-07-14,BOA,google_play,0.4404,positive
Okay,4,2025-07-13,BOA,google_play,0.2263,positive
not working,1,2025-07-12,BOA,google_play,0.0,neutral
This App is Getting worse and worse with every update,2,2025-07-11,BOA,google_play,-0.7351,negative
ምርጥ ነው,1,2025-07-10,BOA,google_play,0.0,neutral
nice,5,2025-07-10,BOA,google_play,0.4215,positive
meku,5,2025-07-07,BOA,google_play,0.0,neutral
awasome app go a head,5,2025-07-04,BOA,google_play,0.0,neutral
it sucks as hell. it crashes most of the time and takes a long time to load .,1,2025-07-03,BOA,google_play,-0.7964,negative
"The App is nice and easy to use but after some time it crushed and said ""Error check your device connectivity"" please fix it",3,2025-07-02,BOA,google_play,-0.3506,negative
Easy and very nice app to load more than the previouse but in recent time some loading problem detected.,5,2025-07-01,BOA,google_play,-0.1415,negative
wow,5,2025-07-01,BOA,google_play,0.5859,positive
"The worst MBA I have experienced, The app crush frequently and they take to long to fix the problem even more than a week.",1,2025-06-27,BOA,google_play,-0.8126,negative
amazing Banks App👌👌,3,2025-06-25,BOA,google_play,0.5859,positive
